study_id,Obs,Ambient CO2 (ppm),Elevated CO2 (ppm),CO2 difference (ppm),Treatment duration (years),Latitude,Longitude,Country,Fercility ,Unit,Other treatments,Data location,Notes,Nitrogen addition,Ecosystem,Vegetation,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR),,Mean_a,Mean_e,Std_a,Std_e,N_a,N_e,lnR,Var(lnR)
Larsen et al. 2011,16,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2 yr-1,No,Table 1,*,No,Heathland,*,3.8200,0.7100,3.9927,1.5922,6,6,-1.6827,1.0202,,3.8200,0.7100,3.9927,1.5922,6,6,-1.6827,1.0202,,*,*,*,*,*,*,*,*
Larsen et al. 2011,17,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2 yr-1,Drought,Table 1,*,No,Heathland,*,3.3700,4.4400,4.1151,6.9566,6,6,0.2757,0.6577,,3.3700,4.4400,4.1151,6.9566,6,6,0.2757,0.6577,,*,*,*,*,*,*,*,*
Larsen et al. 2011,18,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2 yr-1,Warming,Table 1,*,No,Heathland,*,5.7700,4.9500,5.2909,4.8010,6,6,-0.1533,0.2969,,5.7700,4.9500,5.2909,4.8010,6,6,-0.1533,0.2969,,*,*,*,*,*,*,*,*
Larsen et al. 2011,19,350,510,160,2.0,55°53'N,11°58'E,Denmark,FACE,g N m-2 yr-1,Warming + Drought,Table 1,*,No,Heathland,*,11.3700,3.3800,9.2346,3.8702,6,6,-1.2131,0.3285,,11.3700,3.3800,9.2346,3.8702,6,6,-1.2131,0.3285,,*,*,*,*,*,*,*,*
Niboyet et al. 2010,20,318,645,327,0.2,*,*,*,GC,ng N g-1 soil h-1,No,Fig. 2,*,No,Grassland,Dactylis glomerata,100.0000,101.2821,19.9852,22.2058,3,3,0.0127,0.0293,,100.0000,101.2821,19.9852,22.2058,3,3,0.0127,0.0293,,*,*,*,*,*,*,*,*
Niboyet et al. 2010,21,318,645,327,0.2,*,*,*,GC,ng N g-1 soil h-1,Nitrogen,Fig. 2,10 g N m-2,Yes,Grassland,Dactylis glomerata,129.4872,193.5897,31.0881,35.5292,3,3,0.4022,0.0304,,129.4872,193.5897,31.0881,35.5292,3,3,0.4022,0.0304,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,22,350,700,350,0.1,*,*,Canada,GC,mg NO2- mg-1 protein h-1,Fertilizer; 0 NaCl,Fig. 2a,10.5 g N day-1 m-3,Yes,Cropland,Barley,0.8833,0.8889,0.1089,0.0816,6,6,0.0063,0.0039,,0.8833,0.8889,0.1089,0.0816,6,6,0.0063,0.0039,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,23,350,700,350,0.1,*,*,Canada,GC,mg NO2- mg-1 protein h-1,Fertilizer; 80 NaCl,Fig. 2a,10.5 g N day-1 m-3,Yes,Cropland,Barley,0.4667,0.7222,0.0953,0.1769,6,6,0.4366,0.0169,,0.4667,0.7222,0.0953,0.1769,6,6,0.4366,0.0169,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,24,350,700,350,0.1,*,*,Canada,GC,mg NO2- mg-1 protein h-1,Fertilizer; 160 NaCl,Fig. 2a,10.5 g N day-1 m-3,Yes,Cropland,Barley,0.3833,0.4611,0.0680,0.2041,6,6,0.1848,0.0379,,0.3833,0.4611,0.0680,0.2041,6,6,0.1848,0.0379,,*,*,*,*,*,*,*,*
Perez-Lopez et al. 2013,25,350,700,350,0.1,*,*,Canada,GC,mg NO2- mg-1 protein h-1,Fertilizer; 240 NaCl,Fig. 2a,10.5 g N day-1 m-3,Yes,Cropland,Barley,0.2611,0.3611,0.0680,0.0953,6,6,0.3243,0.0229,,0.2611,0.3611,0.0680,0.0953,6,6,0.3243,0.0229,,*,*,*,*,*,*,*,*
Pinay et al. 2007,26,350,700,350,2.0,43°38'N,3°52'E,France,GC,nM N g-1 soil  h-1,No,Fig. 1,*,No,Grassland,*,0.3356,0.4113,0.2143,0.1939,8,8,0.2034,0.0788,,0.3356,0.4113,0.2143,0.1939,8,8,0.2034,0.0788,,*,*,*,*,*,*,*,*
Rakshit et al. 2012,27,370,650,280,0.3,*,*,India,GC,mg NO2- kg-1 d-1,Fertillizer,Fig. 2,"120 kg N ha-1; average of 0, 120 and 240",Yes,Cropland,Wheat,0.1794,0.1289,0.0179,0.0129,3,3,-0.3306,0.0067,,0.1794,0.1289,0.0179,0.0129,3,3,-0.3306,0.0067,,*,*,*,*,*,*,*,*
Rakshit et al. 2012,28,370,650,280,0.3,*,*,India,GC,mg NO2- kg-1 d-1,Fertillizer + warming,Fig. 2,"120 kg N ha-1; average of 0, 120 and 240",Yes,Cropland,Wheat,0.1594,0.1699,0.0159,0.0170,3,3,0.0638,0.0067,,0.1594,0.1699,0.0159,0.0170,3,3,0.0638,0.0067,,*,*,*,*,*,*,*,*
Zak et al. 2000a,29,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,ng N g-1 soil  d-1,Nitrogen,Fig. 6,20 mg N; Low-N soil,Yes,Forest,P. tremuloides,65.6780,63.5593,22.3325,14.1243,5,5,-0.0328,0.033,,65.6780,63.5593,22.3325,14.1243,5,5,-0.0328,0.033,,*,*,*,*,*,*,*,*
Zak et al. 2000a,30,367,715,348,2.5,45°34' N,84°40' W,USA,OTC,ng N g-1 soil  d-1,Nitrogen,Fig. 6,20 mg N; High-N soil,Yes,Forest,P. tremuloides,292.3729,330.5085,55.9650,22.3325,5,5,0.1226,0.0082,,292.3729,330.5085,55.9650,22.3325,5,5,0.1226,0.0082,,*,*,*,*,*,*,*,*
